,monday_tweets,friday_tweets,april_tweets
345,"RT @DIRTGottaLoveIt: Little Friday night giveaway!

Want to get your hands on this #Turface hoodie and #DIRT tee?

•Follow @DIRTGottaLoveIt…","RT @TheSamAcho: A beautiful Friday: 

Today is the most important day in the world. A Good Friday. 

Jesus died today: a villains death, so…",RT @ChildrnsCottage: April is Be a Donor Month. You can make an incredible difference in the lives of Calgary’s vulnerable children and fam…
346,"RT @jilevin: 911 dispatcher testifies officers pinned down George Floyd for so long she thought her video feed had frozen: ""My instincts we…",it has been a beautiful friday.,RT @yenalver: did we all expect that izone will be having final album before april 29 even if we had no extensions or was it just me?
347,monday spoilers headache is a real illness and i’ve got it,RT @MrAndyNgo: The man responsible for the deadly Good Friday Capitol Hill attack was a devout follower of Louis Farrakhan &amp; the black nati…,@_nabbe April Fool’s Week🎉
348,"RT @SVT_Fancafe: [#WONWOO🌟Weverse]
210330 -01:04 KST-

➸ It's after/past Monday but everyone you've worked hard today as well.
Everyone hav…","RT @fnightd: Friday Night Death #143 with special guest Gary Butler - live stream - Periscope:
https://t.co/Lyp6TsaffH","It's April 1, but this is no joke: we have a new page  dedicated to #EarthDay2021! Check it out, and scroll down fo… https://t.co/B2FkZsJMMb"
349,RT @RealFPJr: I hated watching this. I was 11 and loved Andre. All my friends were cheering and I pushed my friend Kyle off the sofa. F tha…,Well at least it’s Friday,"RT @samaanthaax_: Men deserve the world ♥️

Happy April Fools Everyone"
350,"RT @iamrodneysmith: Just had the honor of mowing Mr. &amp; Mrs. Weigand’s lawn for them on this beautiful, Monday morning   . Mr. Weigand is al…",Sun setting in Stillman Valley. Just feels right to be in Ogle Co. for Friday Night Football! https://t.co/Ddxp2oj7kI,RT @ArfanKHXN: I really ain’t see no April fool jokes😂😂😂 mfs was dead serious about shit not being funny this year 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂…
351,RT @DemocracyInn: BREAKING: Georgia Gov. Brian Kemp (R) is in quarantine after recent exposure to an individual who tested positive for COV…,RT @eringriffith: friday night scoop from @MikeIsaac and me: Pinterest and VSCO have had deal talks https://t.co/lVKhBUZe0r,RT @TheCryptoCandy: $XRP to $1 in April or I'm giving away 1000 $XRP to someone who retweets this.
352,"RT @MsLutzmann: Good morning @AdrianaLaGrange!  It’s not so beautiful 💨❄️ but it’s the only day I’ll get to leave my house this week, as I…",Happy Friday!!! Enjoy your weekend and be safe!,@makeupafnaffan April fools bruvs
353,"RT @wapodavenport: Here’s how the Starship/FAA-inspector thing went down, according to a person familiar: The inspector was in Boca last we…",RT @Bandcamp: It is Bandcamp Friday.,Ok this is a really good ironic April fools. https://t.co/NgZIWPS7xv
354,"RT @SubRosaMagick: SALE! 1.99 min MONDAY SALE! (reg. 5.99 min)
Free card or rune of the day, and 9.99 credits when you register!
Free 5 min…","RT @NCAAsoftball: WALK IT OFF! 

A walk-off home run by @aubree_kaelen gives Tulsa the 5-4 win over No. 22 UCF in game one of Friday's doub…","RT @JyotiGondek: April is Sikh Heritage Month! It’s a great opportunity to celebrate the contributions of the Sikh community, both locally…"
355,@joseph_baer @BarstoolBigCat Covid screwed it up this year usually this is the only game on Monday night,"RT @1CrypticPoet: Good morning, Crypto Fam. Regardless of what coin you hold, we're all in this together. 

If you're not making profits, b…","RT @dog_feelings: i wasn’t a good dog today

april fools. i was so good"
356,"Lansing Catholic vs. Chelsea | 2021 High School Girls Basketball Live
Watch Live Here: https://t.co/s5lrZz7UV4
Coug… https://t.co/NsHJ1B4O7B","RT @KeetPotato: me: ""we commemorate the day you died every year""
jesus: ""thats nice, what's the day called?""
me:
jesus:
me:
jesus: ""keith?""…","@meltedbananataf @CryGrip_ WAIT I KNOW WHY
BECAUSE SOMEONE SAID APRIL 2ND IS JUST PART TWO
OMG THE PIECES ARE ALL TOGETHER"
357,"@AllFreeOnlyfans @ElizabethMeg69 Easter sale now on! 🐰
Pay sub fee only(everything on page - some mass messages cha… https://t.co/e0S91JILxW","RT @harriet1marsden: Once again I am begging the government not to make important or controversial statements at 10pm on a Friday night, Ch…",RT @benjpasek: Too fragile for your April fools jokes since 2016.
358,A sunny Monday evening on the deck with a #ParodiKing.  #ParodiKings #Parodi #AvantiCigar https://t.co/8JEmnpS4sg,RT @JohnFugelsang: Good Friday is when we honor the most famous innocent brown-skinned man to ever be unjustly executed by the state. https…,"RT @ctznxlmvn: ✨TGID: THANK GOD IT’S DOYOUNG DAY✨

📆 Friday, 2 April 2021
🐰 Theme: Doyoung &amp; Gongmyung

#NCT도영 #DOYOUNG #도영 #DoyoungYouAreL…"
359,@TheBiancaDelRio and @MissSherryVine once again made Monday bearable with the BS Show...I am now thoroughly investe… https://t.co/ZeMa81Fsb6,RT @taffypointby: #JujutsuKaisen friday https://t.co/hwbHpGAjoX,"RT @JumaraloHexCore: Birthday: Urf

On a day like today April 1, 11 Years Ago in 2010, Urf, The Manatee was never released https://t.co/LUO…"
360,RT @uptokhalil: Today has been a good ass Monday no lie,RT @JohnFugelsang: This Good Friday remember that if there was no Death Penalty Jesus might still be around.,"RT @ixavieruncle: No april fool's , I'm the fool"
361,"RT @MadameGandalf: My brain might by mushy, but imma sit on my tushy, and snuggle a plushy while my patrons get... umm... bushy? Umm 🌳🍃

Ta…",Like if you ate crawfish for Good Friday!,"@robw00ds Was just gonna tweet about Livermore chart and ocean, MEGA bullish for april!"
362,RT @_shesgold: it’s been a good Monday so far 🥰,Happy GOAT Friday 🙌 @ Billy Goat Trail https://t.co/8M1s9MheL1,RT @pabstgod: it’s april but i’m the only fool here😔
363,RT @heresysquad: [Blue Monday - New Order] Seattle Nazi Punched Video Remix #PunchingNazis #PunchANazi https://t.co/h4W16GcCX4,RT @SouzyLIVE: Good Friday Experience begins come! Come learn about what Good Friday is all about and why I believe it is one of the greate…,RT @keybladegeorge: april fools doesn’t count when your entire life has been a joke
364,RT @whiteboy_chavez: Barely Monday and I’m already wanting a beer,"RT @SB19Official: 📽 #SB19WhatTheMakingFilm | Teaser 

Watch this 5-episode YouTube docuseries that will give you a glimpse of #SB19What jou…",RT @DaddyJitsu: April fools on the tl is just this https://t.co/2p8o0zUSom
365,@TheThreshie Yeah!!! Just emotionally exhausted lol hope you had a good Monday too,"Oh yeah, Happy Fat Bottom Friday! https://t.co/wU42GVJ7qm",the two game company april fools punchlines are 1) fake dating sim and 2) fake fighting game
366,"RT @TLeoni311: 😍Happy Monday 😍
💙➰💚➰💙♡💙➰💚➰💙 https://t.co/MfC2xgIdIk","@HI_DLIR Called Call Center (all claims): (833)-901-2272 and recorder comes on saying ""call during operating hours… https://t.co/o8TJtggUA5",RT @ArfanKHXN: I really ain’t see no April fool jokes😂😂😂 mfs was dead serious about shit not being funny this year 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂…
367,Andrade said he asked for his release on a Monday and later tested postive for COVID-19 at the same time as Charlot… https://t.co/a2BCP4dh3N,RT @queenveej: I only get to post this video once a year. It’s Good Friday because he did what on Sunday? GOT UP *churchy voice* https://t.…,"RT @NASA_Marshall: Crew-2, our next Crew Dragon mission to the @Space_Station, is targeted for Thursday, April 22—here's how you can follow…"
368,RT @Path_SIG: Join us next week as we kick off our #SpringSpeakerSeries with topics for everyone interested in #Pathology. Next week is all…,Why is this Good Friday if this is the day Jesus died? Like.. it was for a good cause and all but one - death is ne… https://t.co/ebfsqeKibw,"RT @FDSportsbook: 🚨 GIVEAWAY 🚨

To celebrate #OpeningDay we're hooking up one lucky follower with a FREE MLB jersey and hat! 🧢

To enter:
①…"
369,RT @WhiteHouseGPC: 📃Monday Reads: Catherine Lhamon and Kalisha Dessources Figures penned✍🏽 a new piece “Approaching Policy with Equity in M…,RT @goodtochwe: Taylor gave us blatant Easter eggs in honor of Good Friday. We love a good Christian woman.,RT @ArfanKHXN: I really ain’t see no April fool jokes😂😂😂 mfs was dead serious about shit not being funny this year 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂…
370,"RT @JUNHUIPPED: Wonwoo posting every monday/every night to remind us we did well in surviving the day.. jeon wonwoo, you really know how to…",RT @TMobileTruckSFD: Your Favorite 🚚 @TMobileTruckSFD is here at the First Friday food trucks event in amazing Downtown Clermont. Come visi…,April fools day stop keep???
371,RT @NewsNationNow: Florida Gov. Ron DeSantis said Monday that he would issue an executive order forbidding local governments and businesses…,RT @arxhiiie: none of us would be here today without pink friday roman reloaded,"RT @WowzaDawg: Totally epic april fool's prank
RT to prank the heck out of your followers https://t.co/iCdGhBUBB1"
372,"Gotta work on getting this out earlier in the day, but here’s the schedule for the week, all starting at 8 CST
Mond… https://t.co/7vsme2TXqb",Good Friday dinner.  :3 https://t.co/2lcElWsQaE,RT @allyxchoi: fuck april fools im horny
373,RT @FiendishBliss: Ohhhhh Randy! It’s Monday and that means soon we can play! Maybe he will join us tonight. Orrrrr Maybe I willl continue…,All right everyone!! We're back tonight with Fuser Friday! We got Numb! We got Sandstorm! We got Dancin! And as alw… https://t.co/c3IwSDOxxd,@CozyRy Idk if this is April Fools my friend. Tomorrow is Good Friday. A ton of places are closed
374,RT @KylieJenner: no filter. happy monday 🤍 https://t.co/hwIZ3IXLNC,RT @Gritty20202: It's Shut the Fuck Up Friday https://t.co/GXicZ7pClg,RT @saimbtw: Anime fans just feel pain on April fools https://t.co/EcuBkmNr4j
375,"RT @myLondis: 🙌Happy Monday🙌

We're giving you the chance to #Win a case of Kumala Zenith... Want to enter?

Course you do! Simply follow o…","RT @Acosta: CNN: There were more than half a million excess deaths in the US during the coronavirus pandemic, according to research publish…",RT @MaxGeorge: Happy April
376,"@Anna_momma1 Easter sale now on! 🐰
Pay sub fee only(everything on page - some mass messages charged) 
5 photos for… https://t.co/7cR0MsY7Tk",RT @thee_theoivory: Friday is #BillieKayDay        And that’s on period.,April Fooled Me 👌🏽😭🤣 https://t.co/DoKRrFzcVh
377,"RT @EchoofJustice: Good Monday afternoon!

I may have got a little distracted watching these lil Sea Calf battle pets run around and balanc…",RT @CynthiaSchwind: 🎉🎉Friday Night Raffle 🎉🎉Follow author @frankcottrell_b &amp; retweet by 6pm 4/3 for a chance to win #SputniksGuideToLifeOnE…,"RT @dog_feelings: i wasn’t a good dog today

april fools. i was so good"
378,imagine it being only monday and i don’t get to see the love of my life who barely knows of my existence until friday,#HappySabbath Good Friday edition,"RT @Sonic_Hedgeblog: Reminded today of the April Fools post on Sonic HQ back in 2000 - 'Knuckles Adventure' wallpaper, with art by Lien ""Ch…"
379,RT @alleneaglegolf: Boys varsity golf finished their regular tournament schedule with a 5th place team finish at the Vernon Newsome Memoria…,"RT @JharrelJerome: It’s on and poppin’ this Friday. Ride out with me, @idriselba , @calebmclaughlin , @byronbowers , @LPToussaint , and @me…",RT @JimHalpert__: no April Fool’s prank will ever top this 😂 https://t.co/hmyDuB5VRF
380,"RT @TBoges2010: Tony Buttari and Jay Rinehart give their thoughts on Monday’s victory. 

⁦@BayBaseball_Var⁩ ⁦@SportsKee1⁩ ⁦@BayAthletics⁩ h…","RT @berni_omar: Good morning beautiful people ! 
Let's do the classic Friday #shill 
-Post your work
-Retweet and Check other artist's work…",RT @httphearts: i pray that april will be full of good news &amp; blessings.
381,"RT @DreamLyn6: Just another crazy manic Monday 🥴🥴
BUT THANK HEAVEN'S FOR TODAY'S FRAGMAN😁🥰🧿

#EdSer #KeremBürsin #HandeErçel #SenÇalKapım","RT @fnightd: Friday Night Death #143 with special guest Gary Butler - live stream- YouTube:
https://t.co/IcFvV1mrlG",RT @imsofate: FATTY SPINS DOES NFTS THIS IS NOT AN APRIL FOOLS YOU CAN FIND IT ON THE OG VID OH MY GOD https://t.co/EwTqQlb90G
382,"RT @_PapiAce: I met this one girl on Monday, we talked all day and and the next and she wanted pizza from Chicago so that weekend I flew us…","RT @chenaixo: Things to remember about Jesus this Good Friday:

• He willingly gave his life, it was not taken from him
• He took the punis…",RT @BriannaWu: Thread: The story of how @mattgaetz became a target of the Trump justice department is even crazier and weirder than you can…
383,"@senorpadre1 Easter sale now on! 🐰
Pay sub fee only(everything on page - some mass messages charged) 
5 photos for… https://t.co/ICLYBbWSCw","RT @ufc: Texas is in for a show! Which fight are you looking forward to most? 🍿

[ #UFC262 On-Sale | Friday at 10amCT ] https://t.co/BN7r5J…","RT @TerriIrwin: Beautiful baby Grace, first croc encounter...April Fool’s! https://t.co/LxmHVxKyH3"
384,"RT @celebsecrets: Just Another Monday Appreciating @ygofficialblink’s #LISA As The Face Of @MACcosmetics ❤️

S T U N N I N G 😍 https://t.co…",RT @JulesiTango: @an_leavy Nurses in Aged Care now not being vaccinated by Fed govt and told to get in line at their GP clinic with everyon…,"RT @TodayJojo: April 1, 2002 , Stone Ocean Manga Chapter 108 “Bohemian Rhapsody, Part 5” was released! https://t.co/Cnjc7I3m0o"
385,"Cajun chicken wings, Beer and Leafs puck. Solid Monday I'd say.",@Ironhorse76 Happy Friday Ironhorse and everyone! There’s been way too much stupid in the last four years. And plen… https://t.co/7MTeY6pGpW,@syrinababes April fools bitch
386,RT @drpepperis100: We’re fine! Just sleepy and it’s Monday https://t.co/M9grogXL6e,"NEW DETAILS: Capitol Police Officer William ""Billy"" Evans, who was killed in Friday's attack, is from western Massa… https://t.co/0V5iF8PVSW",RT @JimHalpert__: no April Fool’s prank will ever top this 😂 https://t.co/hmyDuB5VRF
387,"⚫️ It is Monday night (March 29).
⚫️ My university has not updated their Covid-19 case dashboard since Wed. March 2… https://t.co/KtJFoTxNVM","RT @PureMSD: BASTION 5v5 Blind Pick Tournament $10,000 Prize
Giving away $1000+ throughout the stream!
When: April 2nd Friday 8:30pm EST! 🚀…",RT @JimHalpert__: no April Fool’s prank will ever top this 😂 https://t.co/hmyDuB5VRF
388,"RT @_PapiAce: I met this one girl on Monday, we talked all day and and the next and she wanted pizza from Chicago so that weekend I flew us…","RT @RealMattCouch: It’s Good Friday and the Truckers are still working all across America’s interstates! 

Thank a Trucker if you see one t…",RT @laurenboebert: April Fool’s Day feels a bit less relevant this year given the foolishness that has gone on daily at 1600 Pennsylvania A…
389,"RT @Biggity04: Monday Stack Sale
Lot 2
$0.25 each 

1-4 cards $1 PWE
5+ cards $4 BMWT
@HobbyConnector @Hobby_Connect @sports_sell https://t…",RT @GatorsDaily: ITS FLAT FUCK FRIDAY!!!! https://t.co/t8BE2CGF8F,Morning Anglers! By the sheer stupidity of April Fools I somehow regained my eyesight. Sadly I have less than desir… https://t.co/MyLmbB51UG
390,"RT @SVT_Fancafe: [#WONWOO🌟Weverse]
210330 -01:04 KST-

➸ It's after/past Monday but everyone you've worked hard today as well.
Everyone hav…","@JoyAnnReid dang, @thereidout tonight was an epic snarkfest! First @CynthiaAlksne dragged Matt Gaetz, then… https://t.co/VwMbzgDWaj",Nature’s own way of wishing you April Fool’s Day! #FeelsMoreLikeWinterThanSpring https://t.co/Y954Mskw2L
391,Monday inspirational moment https://t.co/zCGEnAbsj9,"RT @DNPthree: Like this tweet for $100 - winner chosen in 70 minutes at start of stream.

Stream starts at 9:00PM EST. 

Happy Friday","RT @kanawutbb: April 2, 2021

GULF FANDOM SCORE UPDATE

➡️ 78,270 Points (⬆️ 5,095 Points)

🔥🔥🔥 HUGE JUMP!

@gulfkanawut #GulfKanawut  #ลูก…"
392,RT @Sasta24: Good morning everyone 🙋🏻‍♀️ Happy Monday :) wishing you all the best start to the week ahead 💐💕🙏🏻🤍 https://t.co/pxam6REhYA,"RT @mehdirhasan: Don't let this get buried in all the Friday news: this is big, important, and welcome on the foreign policy front.",RT @gottmik: I HATE April fools and I HATE PRANKS!!!! 🤡 https://t.co/8nuqQcVIgg
393,Another Monday - more Dauntless.... https://t.co/WHCXnD0LuM,"#QuantumPhysics #LeoQuantum 
#TimeSych 

from the TimeKeeper

Current Local Time — Montréal 
Friday, 02 April 2020

002,169 05:44:00.1

..","RT @dog_feelings: i wasn’t a good dog today

april fools. i was so good"
394,U putting cheeks on the timeline on a Monday evening and I’m being the homosexual....unbelievable https://t.co/HhPD0jd1oa,@GOP I applaud the @GOP for saying this. Not a SINGLE Democratic page has even acknowledged today is Good Friday an… https://t.co/hXdD6iX4tL,@ZubyMusic Noooooo. Or this April Fools?
395,"RT @knust_src: The University community will be on break from Thursday April 01,2021 to Monday,April 05,2021 for the 2021 Easter Holidays.…",My favorite part about Dinner and a Movies is that I can replay them on Friday night. I'm an old,"RT @incorrectgenshn: hu tao: ""I love you!""

chongyun: ""I- I love you t-""

hu tao: ""april fools!""

chongyun:

hu tao: ""hey where are you goi…"
396,RT @Kidsdoc1Rick: Seeing a lot more of this from daycares and schools and it’s only Monday. 3/5 tests positive. 😞 https://t.co/m3hLhLClgp,"RT @pasttheboxes: @FrankKane11 @ForcedHappenst1 @MisterSalesman catch you guys later... it's 🎉Friday 🎊
-it has been fun- 

a few more click…","RT @AvauKLclm79rDSq: DIMASH BE WITH ME 
DIMASH GOLDEN MV
DIMASH KIELI MEKEN

#DimashBeWithMe
#DimashQudaibergen

On April 2 on the official…"
397,"RT @ihs_heeseung: 🦮 thank u for listening at this late hour! i’d be glad if this can makes u happy 
🐧 we can meet every week from now so im…",RT @AAKnopf: Friday ✨ https://t.co/kHdVG4p0l1,I'm a Superman 64 speedrunner now. April Fools it's actually a totally normal stream playing Satisfactory https://t.co/RphOLjkN2O
398,"I was panicking about the dwindling number of hours that I had to complete the items on today's to-do list, and the… https://t.co/0QQP9br55J",RT @CynthiaSchwind: 🎉🎉Friday Night Raffle 🎉🎉Follow author @guerrerotanya &amp;  bookstore @BNPittsford &amp; Retweet by 6pm 4/3 for a chance to win…,RT @JimHalpert__: no April Fool’s prank will ever top this 😂 https://t.co/hmyDuB5VRF
399,RT @JordanaBrewster: Just another manic Monday https://t.co/nB0BRRotCH https://t.co/Pe8kWi13do,still waiting for the superlative better friday and best friday,"RT @YFDecentralized: April will be huge. 
*DFI SWAP
*DFI GOVERNANCE 
*DFI DEX
*DFI STAAS
#YFD @YFDecentralized https://t.co/ik5Q4aq1Ui WE A…"
400,RT @calvin_klein7: Monday grind https://t.co/mpilPUkfLP,"RT @Frances_Coppola: Let's all stop and think about what Good Friday is actually about. On this day, Christians remember the violent death…","RT @dog_feelings: i wasn’t a good dog today

april fools. i was so good"
401,@katescattergood @JasonKander I'm cognizant of the concept of the Monday Morning Quarterback.,"RT @sarasidnerCNN: I was going to talk about religion on Twitter and realized it was a death wish. 

I will say this. Have a Good Friday. 😇",RT @JimHalpert__: no April Fool’s prank will ever top this 😂 https://t.co/hmyDuB5VRF
402,"@OnlyFansHero Easter sale now on! 🐰
Pay sub fee only(everything on page - some mass messages charged) 
5 photos for… https://t.co/jmdm7ov5Ml","RT @MysterySolvent: It’s Friday Night! It has been a long week. What is your drink of choice tonight, non-alcoholic beverages included!!
Wh…",RT @sadgirlririh: Im the foo in April fools https://t.co/hnz89osa9l
403,"RT @MiddletonPlays: ⭐️GIVEAWAY #5⭐️

I am giving away a copy of #TheSims4 Moschino Stuff Pack for PC!

All you need to do is FOLLOW and RET…","RT @HeadbandRoyce: JERSEY GIVEAWAY!
For hitting 1k followers I’m going to be giving away this new Jordan Clarkson jersey to you guys!
All y…",RT @ArfanKHXN: I really ain’t see no April fool jokes😂😂😂 mfs was dead serious about shit not being funny this year 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂…
404,"RT @malorrre: starting stream with some affirmations and gratitude then enjoying a marble monday 💖🥺
https://t.co/4gd7LT9EpR https://t.co/Rd…",RT @JohnFugelsang: This Good Friday remember that if there was no Death Penalty Jesus might still be around.,"@Dani_Lion 💫 I'm Eve. I'm a professional illustrator that loves to make vibrant art digitally, focusing on OC's &amp; f… https://t.co/vjEEqFWdXA"
405,Welcome everyone to Monday Night RAW! #WWERaw,another friday night living out my wildest fantasies (sitting on couch rubbing stomach),RT @ArfanKHXN: I really ain’t see no April fool jokes😂😂😂 mfs was dead serious about shit not being funny this year 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂…
406,Speaking of... DDR Monday https://t.co/LiGQ2i2hrV,@RingsTheSquad last Friday night,"RT @dog_feelings: i wasn’t a good dog today

april fools. i was so good"
407,RT @DemocracyInn: BREAKING: Georgia Gov. Brian Kemp (R) is in quarantine after recent exposure to an individual who tested positive for COV…,"RT @Genius: nine years ago today, nicki minaj dropped ‘pink friday: roman reloaded’ 🎀 the album went no. 1 on the billboard charts and has…",@madi_mcafee so you’re not? it’s april fools mads. i’m confused
408,"RT @PmurtTrump: Thanks to some new followers and old friends.
Vet/Follow/RT
#Monday Motivation
#FBR
@New_AllyO
@oXxRowanxXo
@GrandMasterE1…",RT @Enkeyem11: Have a blessed Good Friday https://t.co/yw2POQUnjs,"RT @matetsushi: jihoon will be like: ""why do we need april fools day when we play pranks with the members the whole year?"" 

ok jihoonie...…"
409,"RT @1DiamondLexy1: Happy Monday, Let's Start off the week with some sales.
Let's fill in some more states
 We currently have 10 Stated colo…","RT @CBS: Kick off your weekend right with all-new episodes of your favorite Friday shows! 

Looks like we're getting dressed🆙 in tonight's…","RT @celesitial: 🎐☁️ april ☁️🎐 

cancer scorpio pisces

this month brings brutal realizations that will lead to growth. you have a hard time…"
410,RT @DemocracyInn: BREAKING: Georgia Gov. Brian Kemp (R) is in quarantine after recent exposure to an individual who tested positive for COV…,"Want to play 3v3 Volleyball?

Register by Friday, April 9 at https://t.co/treBcJezrw to secure your spot! https://t.co/qj5d5ExIvB",RT @JimHalpert__: no April Fool’s prank will ever top this 😂 https://t.co/hmyDuB5VRF
411,"RT @jayfIirts: Basically, the radio show with enhypen will air every monday at the exact same time for about an hour. Ni-ki's going to be a…",RT @YYOOUUSSU: @Flow_blume @szentandrassym @time_tested123 @BabyGo2014 @BruynChantal @SusanRizzo12 @SKID1144 @maryrhoton @SathieGounden @m_…,RT @BTC_Archive: Coinbase officially listing on the @Nasdaq on April 14th.
412,RT @MarionFiedlerTN: What a Monday.,"RT @LBC: Hundreds of people have taken part in Kill the Bill protests across the UK on Friday, despite warnings issued by police

https://t…","RT @GainsAssociates: 🚨 GAINS Token Announcement 🐳

👉 IDO on @Poolz__ on April 6: https://t.co/O5OY2UnICr https://t.co/nvSM1qLajk"
413,RT @KylieJenner: no filter. happy monday 🤍 https://t.co/hwIZ3IXLNC,"Friday He Died ✝️
Sabbath He Rested 💤 
Sunday He Rose 🙌🏽

#EasterWeekend","RT @dog_feelings: i wasn’t a good dog today

april fools. i was so good"
414,"RT @BILLIONAIRE_GEL: 🌏🌏ITS GIVEAWAY TIME! 🌍🌍

We will be randomly selecting and gifting 30 Billion tokens to 3 lucky $FREE !!

How to enter…","It's The Friday Night Fix!!! 

We go live at 8:15pm EST

It's Race Night

https://t.co/rO617YHAGu 

#JumpIn #GameOn… https://t.co/0CJLWvuY9p","RT @LSHS_golf: Join us at our 3rd Annual Golf Tournament Fundraiser for FISD Lone Star HS Golf program!  It will be Sunday, April 18th @ In…"
415,"RT @KamadevaSFM: Still busy with the Intro part of ""RE Sex Virus EP2"" . 

GIF :Barry finally reaches the secret entrance to the Umbrella hi…",RT @feedmewithyour_: It’s Foreskin Friday y’all 🙃 https://t.co/wmxpxDZMNR,RT @daystack: Ik today is April fools day but this isn’t a joke😭 I’m officially taken y’all
416,"RT @PSPCA: Another Monday, another sad photo of Maxx. On April 21, Maxx will have been in our care for ONE YEAR! Let's find him a home befo…","RT @rapalert3: 9 years ago today Nicki Minaj released her second studio album “Pink Friday: Roman Reloaded” featuring “Starships,” “Beez in…",@1818Sfguy You’re the April fools joke 😂🤣 https://t.co/GkiGTxaCAM
417,"RT @jilevin: 911 dispatcher testifies officers pinned down George Floyd for so long she thought her video feed had frozen: ""My instincts we…","RT @MargoCatholic: We adore Thee O Christ and we praise Thee. Because by Thy Holy Cross, Thou hast redeemed the world. 

Blessed Good Frida…","RT @daedosoo: Happy 2nd Anniversary to April, and a flower 🥺💕
#2AprilsWithChen https://t.co/KRNPztMKdu"
418,"RT @BandaiNamcoUS: We were so busy playing #MonsterHunter Rise we forgot it was Monday.

Congrats to the team at @CapcomUSA_ on the release…","I was uh, going to take a picture with the Red White and Berry Smirnoff I got for tonight, but, I noticed my arms??… https://t.co/1Dr04QyOZ9","IAOS Regina Weekly Newsletter - April 2, 2021 - https://t.co/DrBXcDIjOm"
419,"RT @the49thstreet: Monday Motivation: The Rise of Bella Shmurda 

• Released one of the best EPs of 2020 (High Tension) 🥇
• Dropped one of…",RT @TWP_SERIUS: Warzone update?! Live on a Friday!! #Sub2Serius #supportsmallstreamers https://t.co/xnZZSpzIEj,RT @TheFknLizrdKin2: Today's the day. Squidward pulls off his April fools prank on Spongebob. #AprilFoolsDay https://t.co/1Ot2qMw9wI
420,"RT @SVT_Fancafe: [#WONWOO🌟Weverse]
210330 -01:04 KST-

➸ It's after/past Monday but everyone you've worked hard today as well.
Everyone hav…","RT @kexp: Tune in to Friday Night with DJ Michele! From 7 - 10pm PT, she’s dedicating her show to Asian and Asian American artists. Streami…","RT @natotally: There's been some misinformation going around about Pervis Payne. Payne is NOT being executed on April 9th, that is when his…"
421,RT @uptokhalil: Today has been a good ass Monday no lie,"RT @UCLAMBB: ""We're excited to be here, from a basketball standpoint. So to be able to keep competing and to get to play another game and a…",RT @Stoic_Miiverse: ~April 1st~ #SmashBros #SmashBrosUltimate #SuperCamelotBros https://t.co/6lPTMRvEEf
422,Why is everything all coming in one day. We needed to ration this until her next music show appearance later in the… https://t.co/qqj0aCd6vI,"RT @michaelianblack: Two Fridays ago, I ate 2 SLICES of pizza. Last Friday, I ate 2 SLICES. In three minutes, I will FINALLY REVEAL how man…",#BigBrother 23 will air this summer and Julie Chen Moonves is returning as the host despite an April Fool’s Day pos… https://t.co/SRmlSE2QhY
423,"RT @the49thstreet: Monday Motivation: The Rise of Bella Shmurda 

• Released one of the best EPs of 2020 (High Tension) 🥇
• Dropped one of…","RT @TwitchSuperZyn: HOSTING A $50 2v2 ZONEWARS TOURNAMENT

Friday 4/2 starting at 9PM EST

Like/rt/vouch

Must be following me &amp; 
@andweeez…",RT @chaintyong: JOHNTEN TOOK APRIL FOOLS TO THE NEXT LEVEL PLEASE https://t.co/SZK1b8GS1b
424,"@Justfollowerx Easter sale now on! 🐰
Pay sub fee only(everything on page - some mass messages charged) 
5 photos fo… https://t.co/9AjCJLxSp4",@C1OUDYCHOSEN yes!  happy friday era OVER,@iamannapepe You mean April!
425,"RT @KPIXtv: Santa Clara County officials and the chief executive of San Jose-based Bloom Energy on Monday announced a $199,000 donation to…",RT @1carolinagirl: 🔪🎉😈That Friday Feeling! #HorrorFamily😈🎉🔪 https://t.co/YWIKutYyDx,RT @JimHalpert__: no April Fool’s prank will ever top this 😂 https://t.co/hmyDuB5VRF
426,RT @KylieJenner: no filter. happy monday 🤍 https://t.co/hwIZ3IXLNC,RT @dakotaz: happy friday gamers,RT @SavageGasp: egirls went gold today &lt;3 (not april fools)
427,RT @KylieJenner: no filter. happy monday 🤍 https://t.co/hwIZ3IXLNC,RT @EnviroLogFire: Happy Friday!  Its time to enter our weekly #giveaway for 2 Enviro-Log Firelogs and a box of 8 Firestarters!  We are als…,@Breaking911 Maybe it's an April Fools joke
428,"RT @PlayAdoptMe: Happy Monday! It's time for the Weekly News 🐈

New pet, furniture, and house coming this week! 🦚

📺 https://t.co/vvZSSGzCr…",Fuck it ballet class at 8 pm on a Friday who fucking cares,"RT @AwengChuol: In April, 

may you win in Love, big money &amp; big happiness 

And may you continue to allow things to flow"
